identifier,identifier 2,identifier_filename,repository,repository_location,collection_identifier,collection,title,name,name_authority,name_type,name_role,item_type,internet_media_type,form,form_URI,extent,abstract,date_text,date_single/start,date_end,date_qualifier,shelf_locator,subject_broad_local,subject_lcsh,subject_lcsh_authority,subject_lcsh_URI,subject_lcsh 2,subject_lcsh_authority 2,subject_lcsh_URI 2,subject_name 1,subject_name_URI 1,subject_name 2,subject_name_URI 2,subject_geographic 1,subject_geographic_URI 1,subject_geographic_coordinates 1,subject_geographic 2,subject_geographic_URI 2,subject_geographic_coordinates 2,project_title,project_URL,Column,Column2,rights,record_source,record_creation_date,cd_phase
cDanielCauses:126,daniel_Causes_0126,0012_003299_000321_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Three-cent stamps are back,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,1981,1981,,,Causes,Causes,post office,,,inflation,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielCauses%3A126,http://digital.lib.utk.edu/collections/islandora/object/cDanielCauses%3A126/datastream/TN/view/Three-cent%20stamps%20are%20back.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielKnoxvl:112,daniel_Knoxville_0120,0012_003299_000684_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",St George the Dragon Sleigher gives to the Journal Milk Fund,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Knoxville,Knoxville,Christmas,,,Charity,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielKnoxvl%3A112,http://digital.lib.utk.edu/collections/islandora/object/cDanielKnoxvl%3A112/datastream/TN/view/St%20George%20the%20Dragon%20Sleigher%20gives%20to%20the%20Journal%20Milk%20Fund.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielTaxes:48,daniel_Taxes-Economy_0056,0012_003299_001353_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Hi - I'm Sam - I'll be your auditor today,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,1993 September 9,1993 September 9,,,Taxes & Economy,Taxes & Economy,IRS,,,,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielTaxes%3A48,http://digital.lib.utk.edu/collections/islandora/object/cDanielTaxes%3A48/datastream/TN/view/Hi%20-%20I%27m%20Sam%20-%20I%27ll%20be%20your%20auditor%20today.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielNatPol:235,daniel_NationalPolitics_0247,0012_003299_001009_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012","Maybe Theodore White will write ""The Faking of a President""","Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,1964,1964,,,National Politics,National Politics,Barry Goldwater,,,Campaigns,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielNatPol%3A235,http://digital.lib.utk.edu/collections/islandora/object/cDanielNatPol%3A235/datastream/TN/view/Maybe%20Theodore%20White%20will%20write%20%22The%20Faking%20of%20a%20President%22.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielNatPol:262,daniel_NationalPolitics_0275,0012_003299_001036_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Dan Rather bushwhacked bush and bush whacked back.,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,National Politics,National Politics,"George Bush, Sr",,,Dan Rather,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielNatPol%3A262,http://digital.lib.utk.edu/collections/islandora/object/cDanielNatPol%3A262/datastream/TN/view/Dan%20Rather%20bushwhacked%20bush%20and%20bush%20whacked%20back..jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielTenn:93,daniel_Tennessee_0103,0012_003299_001517_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",How 'bout a moment of silence?,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Tennessee,Tennessee,Ray Blanton,,,Tennessee Legislature,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielTenn%3A93,http://digital.lib.utk.edu/collections/islandora/object/cDanielTenn%3A93/datastream/TN/view/How%20%27bout%20a%20moment%20of%20silence%3F.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielKnoxvl:126,daniel_Knoxville_0143,0012_003299_000698_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Elliot Nestegg and the Untouchables,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,1963,1963,,,Knoxville,Knoxville,Alcohol & Bootlegging,,,Corruption,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielKnoxvl%3A126,http://digital.lib.utk.edu/collections/islandora/object/cDanielKnoxvl%3A126/datastream/TN/view/Elliot%20Nestegg%20and%20the%20Untouchables.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielCauses:82,daniel_Causes_0078,0012_003299_000277_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012","Majority rules, minority ruins","Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Causes,Causes,protests,,,beatniks,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielCauses%3A82,http://digital.lib.utk.edu/collections/islandora/object/cDanielCauses%3A82/datastream/TN/view/Majority%20rules%2C%20minority%20ruins.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielUT:25,daniel_UT_0030,0012_003299_001643_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Athletic Dorm,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,UT & UT Sports,UT & UT Sports,College life,,,UT Sports,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielUT%3A25,http://digital.lib.utk.edu/collections/islandora/object/cDanielUT%3A25/datastream/TN/view/Athletic%20Dorm.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielTVA:55,daniel_TVA_0055,0012_003299_001285_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",World's most powerful supercomputer,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,TVA,TVA,Oak Ridge and Y-12,,,Supercomputer,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielTVA%3A55,http://digital.lib.utk.edu/collections/islandora/object/cDanielTVA%3A55/datastream/TN/view/World%27s%20most%20powerful%20supercomputer.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielNatPol:73,daniel_NationalPolitics_0079,0012_003299_000847_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Public Enemy Number One: recession,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,National Politics,National Politics,Gerald Ford,,,Economy,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielNatPol%3A73,http://digital.lib.utk.edu/collections/islandora/object/cDanielNatPol%3A73/datastream/TN/view/Public%20Enemy%20Number%20One%3A%20recession.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielNatPol:88,daniel_NationalPolitics_0094,0012_003299_000862_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Countdown to power deregulation in California.,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,National Politics,National Politics,Electricity,,,Blackouts,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielNatPol%3A88,http://digital.lib.utk.edu/collections/islandora/object/cDanielNatPol%3A88/datastream/TN/view/Countdown%20to%20power%20deregulation%20in%20California..jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielTaxes:36,daniel_Taxes-Economy_0043,0012_003299_001341_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Unfavorable trade balance,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Taxes & Economy,Taxes & Economy,Foreign Markets and Trade,,,,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielTaxes%3A36,http://digital.lib.utk.edu/collections/islandora/object/cDanielTaxes%3A36/datastream/TN/view/Unfavorable%20trade%20balance.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielTaxes:111,daniel_Taxes-Economy_0123,0012_003299_001416_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",That's a pretty big bite your faithful watchdog took out of you,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Taxes & Economy,Taxes & Economy,Economy and Politics,,,Taxpayers,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielTaxes%3A111,http://digital.lib.utk.edu/collections/islandora/object/cDanielTaxes%3A111/datastream/TN/view/That%27s%20a%20pretty%20big%20bite%20your%20faithful%20watchdog%20took%20out%20of%20you.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielTaxes:16,daniel_Taxes-Economy_0020,0012_003299_001321_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",IRS sends agents after ten million delinquent taxpayers,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,1992 October 5,1992 October 5,,,Taxes & Economy,Taxes & Economy,IRS,,,Taxpayers,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielTaxes%3A16,http://digital.lib.utk.edu/collections/islandora/object/cDanielTaxes%3A16/datastream/TN/view/IRS%20sends%20agents%20after%20ten%20million%20delinquent%20taxpayers.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielNatPol:107,daniel_NationalPolitics_0114,0012_003299_000881_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012","What's my state of health, Doc?","Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,National Politics,National Politics,Florida,,,Health Care,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielNatPol%3A107,http://digital.lib.utk.edu/collections/islandora/object/cDanielNatPol%3A107/datastream/TN/view/What%27s%20my%20state%20of%20health%2C%20Doc%3F.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielNatPol:284,daniel_NationalPolitics_0298,0012_003299_001058_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Falling polls,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,National Politics,National Politics,Bill Clinton,,,Opinion Polls,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielNatPol%3A284,http://digital.lib.utk.edu/collections/islandora/object/cDanielNatPol%3A284/datastream/TN/view/Falling%20polls.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielCauses:37,daniel_Causes_0032,0012_003299_000232_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Memorial Day flags and gas prices,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,1992,1992,,,Causes,Causes,holidays,,,inflation,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielCauses%3A37,http://digital.lib.utk.edu/collections/islandora/object/cDanielCauses%3A37/datastream/TN/view/Memorial%20Day%20flags%20and%20gas%20prices.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielInternat:176,daniel_International_0039,0012_003299_000473_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012","I, too, wrote a poem to dedicate to the new president.'","Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,circa 1961,circa 1961,,,International Politics,International Politics,USSR,,,Nikita Khrushchev,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielInternat%3A176,http://digital.lib.utk.edu/collections/islandora/object/cDanielInternat%3A176/datastream/TN/view/I%2C%20too%2C%20wrote%20a%20poem%20to%20dedicate%20to%20the%20new%20president.%27.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielTenn:66,daniel_Tennessee_0076,0012_003299_001490_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012","I call it ""that old mountain don't""  after drinking it I don't do anything constructive","Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Tennessee,Tennessee,Tennessee Legislature,,,Politics,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielTenn%3A66,http://digital.lib.utk.edu/collections/islandora/object/cDanielTenn%3A66/datastream/TN/view/I%20call%20it%20%22that%20old%20mountain%20don%27t%22%20%20after%20drinking%20it%20I%20don%27t%20do%20anything%20constructive.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielTaxes:4,daniel_Taxes-Economy_0007,0012_003299_001309_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",What time is it dear? 10:40,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Taxes & Economy,Taxes & Economy,Tax Day (April 15),,,Tax Forms,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielTaxes%3A4,http://digital.lib.utk.edu/collections/islandora/object/cDanielTaxes%3A4/datastream/TN/view/What%20time%20is%20it%20dear%3F%2010%3A40.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielKnoxvl:34,daniel_Knoxville_0036,0012_003299_000606_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012","1 + 1 = 1, if we're talking about merging school systems","Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Knoxville,Knoxville,School Consolidation,,,Arithmetic,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielKnoxvl%3A34,http://digital.lib.utk.edu/collections/islandora/object/cDanielKnoxvl%3A34/datastream/TN/view/1%20%2B%201%20%3D%201%2C%20if%20we%27re%20talking%20about%20merging%20school%20systems.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielTenn:179,daniel_Tennessee_0192,0012_003299_001603_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",I've got a hard enough selling job without you hanging around,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Tennessee,Tennessee,Tax Reform,,,Income Tax,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielTenn%3A179,http://digital.lib.utk.edu/collections/islandora/object/cDanielTenn%3A179/datastream/TN/view/I%27ve%20got%20a%20hard%20enough%20selling%20job%20without%20you%20hanging%20around.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielTenn:109,daniel_Tennessee_0119,0012_003299_001533_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012","Hello, Long Distance? Get me Johnny Carson's gag witer.","Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Tennessee,Tennessee,John Jay Hooker,,,Campaigns,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielTenn%3A109,http://digital.lib.utk.edu/collections/islandora/object/cDanielTenn%3A109/datastream/TN/view/Hello%2C%20Long%20Distance%3F%20Get%20me%20Johnny%20Carson%27s%20gag%20witer..jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielNatPol:63,daniel_NationalPolitics_0069,0012_003299_000837_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",pre-Katrina briefing:  (psst?destroy the tape.),"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,National Politics,National Politics,George W. Bush,,,Richard Nixon,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielNatPol%3A63,http://digital.lib.utk.edu/collections/islandora/object/cDanielNatPol%3A63/datastream/TN/view/pre-Katrina%20briefing%3A%20%20%28psst%C2%85destroy%20the%20tape.%29.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielLabor:33,daniel_LaborUnions-Strikes_0038,0012_003299_000766_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",You forget that I'm the big chief!,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Labor Unions & Strikes,Labor Unions & Strikes,Union bosses,,,Labor and Politics,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielLabor%3A33,http://digital.lib.utk.edu/collections/islandora/object/cDanielLabor%3A33/datastream/TN/view/You%20forget%20that%20I%27m%20the%20big%20chief%21.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielLabor:15,daniel_LaborUnions-Strikes_0018,0012_003299_000748_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",I think Walter is planning to leave home - he's upstairs packing his bags,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Labor Unions & Strikes,Labor Unions & Strikes,United Auto Workers,,,Walter Reuther,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielLabor%3A15,http://digital.lib.utk.edu/collections/islandora/object/cDanielLabor%3A15/datastream/TN/view/I%20think%20Walter%20is%20planning%20to%20leave%20home%20-%20he%27s%20upstairs%20packing%20his%20bags.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielCauses:68,daniel_Causes_0064,0012_003299_000263_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Look at this Madonna picture!,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,1992,1992,,,Causes,Causes,families,,,religion,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielCauses%3A68,http://digital.lib.utk.edu/collections/islandora/object/cDanielCauses%3A68/datastream/TN/view/Look%20at%20this%20Madonna%20picture%21.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
