identifier,identifier 2,identifier_filename,repository,repository_location,collection_identifier,collection,title,name,name_authority,name_type,name_role,item_type,internet_media_type,form,form_URI,extent,abstract,date_text,date_single/start,date_end,date_qualifier,shelf_locator,subject_broad_local,subject_lcsh,subject_lcsh_authority,subject_lcsh_URI,subject_lcsh 2,subject_lcsh_authority 2,subject_lcsh_URI 2,subject_name 1,subject_name_URI 1,subject_name 2,subject_name_URI 2,subject_geographic 1,subject_geographic_URI 1,subject_geographic_coordinates 1,subject_geographic 2,subject_geographic_URI 2,subject_geographic_coordinates 2,project_title,project_URL,Column,Column2,rights,record_source,record_creation_date,cd_phase
cDanielTenn:44,daniel_Tennessee_0053,0012_003299_001468_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",You're extinct...it's just a question of when,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,1995,1995,,,Tennessee,Tennessee,Tennessee Public Servic Commission,,,Tennessee Legislature,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielTenn%3A44,http://digital.lib.utk.edu/collections/islandora/object/cDanielTenn%3A44/datastream/TN/view/You%27re%20extinct%C2%85it%27s%20just%20a%20question%20of%20when.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielTenn:34,daniel_Tennessee_0042,0012_003299_001458_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012","If you knew how much political ads cost, you wouldn't call them ""cheap shots""","Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,1994,1994,,,Tennessee,Tennessee,Phil Bredesen,,,Don Sundquist,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielTenn%3A34,http://digital.lib.utk.edu/collections/islandora/object/cDanielTenn%3A34/datastream/TN/view/If%20you%20knew%20how%20much%20political%20ads%20cost%2C%20you%20wouldn%27t%20call%20them%20%22cheap%20shots%22.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielNatPol:57,daniel_NationalPolitics_0063,0012_003299_000831_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012","Hillary's moving out.  Well, it's about time.","Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,National Politics,National Politics,Hilary Clinton,,,Senate,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielNatPol%3A57,http://digital.lib.utk.edu/collections/islandora/object/cDanielNatPol%3A57/datastream/TN/view/Hillary%27s%20moving%20out.%20%20Well%2C%20it%27s%20about%20time..jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielNatPol:263,daniel_NationalPolitics_0276,0012_003299_001037_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012","(Ted Kennedy) thinks Nixon is doing a good job, Humphrey  has no comment, April Fool!","Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,National Politics,National Politics,William Fulbright,,,Spiro Agnew,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielNatPol%3A263,http://digital.lib.utk.edu/collections/islandora/object/cDanielNatPol%3A263/datastream/TN/view/%28Ted%20Kennedy%29%20thinks%20Nixon%20is%20doing%20a%20good%20job%2C%20Humphrey%20%20has%20no%20comment%2C%20April%20Fool%21.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielCauses:57,daniel_Causes_0052,0012_003299_000252_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",That's for waking me up!,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Causes,Causes,holidays,,,Ground Hog's Day,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielCauses%3A57,http://digital.lib.utk.edu/collections/islandora/object/cDanielCauses%3A57/datastream/TN/view/That%27s%20for%20waking%20me%20up%21.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielTVA:42,daniel_TVA_0042,0012_003299_001272_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",34 pounds of enriched uranium,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,TVA,TVA,Oak Ridge and Y-12,,,"Radioactivity, Nuclear Waste, and Environmental Issues",,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielTVA%3A42,http://digital.lib.utk.edu/collections/islandora/object/cDanielTVA%3A42/datastream/TN/view/34%20pounds%20of%20enriched%20uranium.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielSports:74,daniel_Sports_0076,0012_003299_001204_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",I thought they were Mark McGwire historical markers.,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,1998,1998,,,Sports,Sports,Baseball,,,Mark McGwire,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielSports%3A74,http://digital.lib.utk.edu/collections/islandora/object/cDanielSports%3A74/datastream/TN/view/I%20thought%20they%20were%20Mark%20McGwire%20historical%20markers..jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielCauses:110,daniel_Causes_0108,0012_003299_000305_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Kiss the 8? stamp good bye,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Causes,Causes,post office,,,inflation,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielCauses%3A110,http://digital.lib.utk.edu/collections/islandora/object/cDanielCauses%3A110/datastream/TN/view/Kiss%20the%208%3F%20stamp%20good%20bye.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielKnoxvl:46,daniel_Knoxville_0048,0012_003299_000618_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",We're having this cold weather because Knox county commission broke the sunshine law.,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Knoxville,Knoxville,Knox County Commission,,,Corruption,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielKnoxvl%3A46,http://digital.lib.utk.edu/collections/islandora/object/cDanielKnoxvl%3A46/datastream/TN/view/We%27re%20having%20this%20cold%20weather%20because%20Knox%20county%20commission%20broke%20the%20sunshine%20law..jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielTaxes:2,daniel_Taxes-Economy_0002,0012_003299_001305_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Prison sentence,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Taxes & Economy,Taxes & Economy,IRS,,,Income Tax and Sales Tax,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielTaxes%3A2,http://digital.lib.utk.edu/collections/islandora/object/cDanielTaxes%3A2/datastream/TN/view/Prison%20sentence.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielCauses:225,daniel_Causes_0227,0012_003299_000420_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",I opened the window and in flew enza!,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Causes,Causes,Health,,,Flu bug,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielCauses%3A225,http://digital.lib.utk.edu/collections/islandora/object/cDanielCauses%3A225/datastream/TN/view/I%20opened%20the%20window%20and%20in%20flew%20enza%21.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielCauses:54,daniel_Causes_0049,0012_003299_000249_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Where would we be without a free press,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Causes,Causes,newpapers,,,dry cleaners,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielCauses%3A54,http://digital.lib.utk.edu/collections/islandora/object/cDanielCauses%3A54/datastream/TN/view/Where%20would%20we%20be%20without%20a%20free%20press.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielNatPol:220,daniel_NationalPolitics_0232,0012_003299_000994_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",The spotlight struggle,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,National Politics,National Politics,Ed Muskie,,,George McGovern,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielNatPol%3A220,http://digital.lib.utk.edu/collections/islandora/object/cDanielNatPol%3A220/datastream/TN/view/The%20spotlight%20struggle.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielTVA:43,daniel_TVA_0043,0012_003299_001273_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Browns Ferry (with cheese sauce),"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,TVA,TVA,TVA and Nuclear Power,,,Browns Ferry Nuclear Plant,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielTVA%3A43,http://digital.lib.utk.edu/collections/islandora/object/cDanielTVA%3A43/datastream/TN/view/Browns%20Ferry%20%28with%20cheese%20sauce%29.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielUT:14,daniel_UT_0019,0012_003299_001632_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012","Who did you say sold you that gas light, Mr. Smidlap?","Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,UT & UT Sports,UT & UT Sports,Torchbearer,,,UT Security,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielUT%3A14,http://digital.lib.utk.edu/collections/islandora/object/cDanielUT%3A14/datastream/TN/view/Who%20did%20you%20say%20sold%20you%20that%20gas%20light%2C%20Mr.%20Smidlap%3F.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielNatPol:113,daniel_NationalPolitics_0120,0012_003299_000887_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",What are these blue things?   Oranges from Florida,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,National Politics,National Politics,Food & Nutrition,,,Weather,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielNatPol%3A113,http://digital.lib.utk.edu/collections/islandora/object/cDanielNatPol%3A113/datastream/TN/view/What%20are%20these%20blue%20things%3F%20%20%20Oranges%20from%20Florida.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielTaxes:104,daniel_Taxes-Economy_0115,0012_003299_001409_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Help,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Taxes & Economy,Taxes & Economy,FDIC,,,Insurance,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielTaxes%3A104,http://digital.lib.utk.edu/collections/islandora/object/cDanielTaxes%3A104/datastream/TN/view/Help.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielKnoxvl:143,daniel_Knoxville_0161,0012_003299_000715_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Mr Smidlapski says I can be elected Mayor,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Knoxville,Knoxville,Campaigns,,,Campaign Polls,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielKnoxvl%3A143,http://digital.lib.utk.edu/collections/islandora/object/cDanielKnoxvl%3A143/datastream/TN/view/Mr%20Smidlapski%20says%20I%20can%20be%20elected%20Mayor.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielInternat:160,daniel_International_0023,0012_003299_000457_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Preliminary Sketches of Gorbachev,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,circa 1990,circa 1990,,,International Politics,International Politics,USSR,,,Mikhail Gorbachev,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielInternat%3A160,http://digital.lib.utk.edu/collections/islandora/object/cDanielInternat%3A160/datastream/TN/view/Preliminary%20Sketches%20of%20Gorbachev.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielLabor:12,daniel_LaborUnions-Strikes_0015,0012_003299_000745_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Next!,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Labor Unions & Strikes,Labor Unions & Strikes,General Motors,,,Walter Reuther,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielLabor%3A12,http://digital.lib.utk.edu/collections/islandora/object/cDanielLabor%3A12/datastream/TN/view/Next%21.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielInternat:271,daniel_International_0140,0012_003299_000568_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012","Chairman Mao says?""Eat Yankee Hot Dogs""","Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,1973,1973,,,International Politics,International Politics,China,,,Mao Zedong,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielInternat%3A271,http://digital.lib.utk.edu/collections/islandora/object/cDanielInternat%3A271/datastream/TN/view/Chairman%20Mao%20says%C2%85%22Eat%20Yankee%20Hot%20Dogs%22.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielTenn:136,daniel_Tennessee_0146,0012_003299_001560_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012","Music City Miracle II - Here, take the ball and run it in for a touchdown.","Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Tennessee,Tennessee,Tax Reform,,,Income Tax,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielTenn%3A136,http://digital.lib.utk.edu/collections/islandora/object/cDanielTenn%3A136/datastream/TN/view/Music%20City%20Miracle%20II%20-%20Here%2C%20take%20the%20ball%20and%20run%20it%20in%20for%20a%20touchdown..jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielCauses:94,daniel_Causes_0090,0012_003299_000289_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Naughty and nice is invasion of privacy,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Causes,Causes,holidays,,,Christmas,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielCauses%3A94,http://digital.lib.utk.edu/collections/islandora/object/cDanielCauses%3A94/datastream/TN/view/Naughty%20and%20nice%20is%20invasion%20of%20privacy.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielTaxes:109,daniel_Taxes-Economy_0121,0012_003299_001414_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Did one of you drop an envelope on the driveway yesterday?,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Taxes & Economy,Taxes & Economy,IRS,,,Taxpayers,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielTaxes%3A109,http://digital.lib.utk.edu/collections/islandora/object/cDanielTaxes%3A109/datastream/TN/view/Did%20one%20of%20you%20drop%20an%20envelope%20on%20the%20driveway%20yesterday%3F.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielUT:2,daniel_UT_0007,0012_003299_001620_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012","Tuition, books, room, board, bail","Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,circa 1970,circa 1970,,,UT & UT Sports,UT & UT Sports,UT Tuition,,,College life,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielUT%3A2,http://digital.lib.utk.edu/collections/islandora/object/cDanielUT%3A2/datastream/TN/view/Tuition%2C%20books%2C%20room%2C%20board%2C%20bail.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielCauses:78,daniel_Causes_0074,0012_003299_000273_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Your opinion of opinion polls,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Causes,Causes,campaign polls,,,XXXXXXX,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielCauses%3A78,http://digital.lib.utk.edu/collections/islandora/object/cDanielCauses%3A78/datastream/TN/view/Your%20opinion%20of%20opinion%20polls.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielInternat:274,daniel_International_0004,0012_003299_000439_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Sooner or later he'll ask me for a shave.,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,circa 1960,circa 1960,,,International Politics,International Politics,Cuba,,,Fidel Castro,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielInternat%3A274,http://digital.lib.utk.edu/collections/islandora/object/cDanielInternat%3A274/datastream/TN/view/Sooner%20or%20later%20he%27ll%20ask%20me%20for%20a%20shave..jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielKnoxvl:117,daniel_Knoxville_0128,0012_003299_000689_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",CARP - citizens against riverfront projects,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Knoxville,Knoxville,Riverfront Development,,,Activism,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielKnoxvl%3A117,http://digital.lib.utk.edu/collections/islandora/object/cDanielKnoxvl%3A117/datastream/TN/view/CARP%20-%20citizens%20against%20riverfront%20projects.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
